article_id,text,lang,truth
2848,"RT @ye_kya_kia: NEET kids.....

Amen to all of us

Seriously you cannot handle JEE kids that too in multiple shifts

NEET's going to be a m",en,Fake
2849,"RT @OMKarSoni_OM: Guys please come forward&amp;fight for Banking aspirants rights.IBPS Clerk 130 vacancy UP state.850 fee
#ibpspoincreasevacanc",en,Fact
2850,RT @Snehu_0429: Lower middle class and poor families always suffer. @anubha1812 @LicypriyaK @VKVishnoi2 #NEETisSocial_Injustice,en,Fake
2851,"RT @anubha1812: Bahut galat hua hai students ke saath 
COMPARTMENT 
FINAL YEAR MEDICAL FMG
JEE NEET NDA  AND OTHER ENTRANCE EXAMS 
and CA S",en,Fake
2852,"RT @Neerajkundan: ""NUMBER OF DOWNLOADS"" 
85-90% students don't want postponement of exams ?

Outcome :-
Ludhiana: Only 178 appear for #JEEM",en,Fact
2853,"RT @Nher_who: So Parliament will not have QUESTION Hour session due to COVID

but student will have to give NEET JEE exams despite COVID

W",en,Fake
2854,"RT @Phoebe90347593: Godi media ye nhi dikhayegi
They will come early in the mrng when there r very less students and show the inside of cen",en,Fake
2855,#postponeNEET #speakupforSSCRaliwaystudents #StudentsDislikePMModi #JEEmains #NEET neet should be postponed,en,Fake
2856,Guys use this #Chalo_PMO and mass tweet for ppl to gather there for postponement of #NEET we have no other option. https://t.co/YuvxIFEzDe,en,Fake
2857,"RT @11Petitioners: https://t.co/ZSuLOvLDZI

We want answer @DG_NTA 
We want answer @DrRPNishank 

This article of @timesofindia shows bigge",en,Fact
2858,RT @BushraGohar: Are you saying asking General retd #AsimBajwa for money trail is a conspiracy against the Army as an institution? How? Are,en,Fake
2859,"RT @DrGauravGarg4: NEET &amp; JEE students don't wish to write exams but government is forcing them to.

SSC &amp; Railway students want to write e",en,Fake
2860,@agupta_7 sir as u see more than 40% jee students were unable to give d xam..due to flood crona lack transport etc https://t.co/eD8LQ46cVw,en,Fake
2861,"RT @anubha1812: JEE NEET STUDENTS
you all are having confusion if a new Petition can be filed in SC or not after dismissal

Yes it can be a",en,Fake
2862,"RT @shafi273: In view of present pandemic situation, govt must reconsider to conduct jee and neet. #JEENEETpostponekaro
@PMOIndia @narendra",en,Fake
2863,RT @berealastic: @11Petitioners I just wrote my jee mains exam just see the social distancing. @narendramodi @DrRPNishank just see this don,en,Fake
2864,"RT @ABPNews: Corona Woes: Over 40% Students Skip #JEEMain Entrance Exam On Day 1 In Lucknow, Ludhiana

Details: https://t.co/fh3MMhXzNq htt",en,Fake
2865,RT @Postpon_NEETJEE: @anubha1812 Ma'am these are enough reasons why #NEET Need to be postponed. https://t.co/Dck6nGvxjs,en,Fake
2866,"RT @RahulGandhi: Modi Govt is jeopardising India's future.

Arrogance is making them ignore the genuine concerns of the JEE-NEET aspirants",en,Fake
2867,"KUMBH MELA is still the 2nd most populated event 

The 1st is 
    JEE MAIN exam

 Ion digital zone,  Patia, Bhuban https://t.co/iIA95KHYnk",en,Fake
2868,"RT @IndiaToday: 17-year-old student dies by suicide after not receiving NEET hall ticket
Read: https://t.co/rUu7Ur438s
#Pudhukottai #TamilN",en,Fake
2869,"@Swamy39 PLEASE HELP US SIR
PLEASE MEET PM MODI DIRECTLY AND ASK him for the postponement of Neet exam as no sop is https://t.co/fdeUD1mD8B",en,Fact
2870,"RT @IndiaToday: 17-year-old student dies by suicide after not receiving NEET hall ticket
Read: https://t.co/rUu7Ur438s
#Pudhukottai #TamilN",en,Fake
2871,"RT @Vivekpandey21: Hello @narendramodi @DrRPNishank . Open your eyes
And I hope @DG_NTA again will not say this is fake
As many as 70% of t",en,Fact
2872,"RT @Harikhangwal10: Reality of your 4800 cr. preparations.

If #SOSNSUI not contributed many more students will suffer with logistics but w",en,Fake
2873,"RT @11Petitioners: A JEE Aspirant : I Am Unable To Give JEE Mains on 3rd
My Mom Has Sugar and Father Has Bp
How Can I Risk Their lives.

@D",en,Fake
2874,"RT @RajeshK93984705: #JEEMain #JEE @11Petitioners 
I am Rajesh Kumar, a covid positive student with no symptoms. I didn't marked myself as",en,Fact
2875,RT @utkarsh_harsh26: This is for  the first time that many people opposed it from across India still @PMOIndia-@narendramodi &amp; @DrRPNishank,en,Fake
2876,"RT @DrAsh_Mahendra: JEE WAS NOT CANCELLED AS PER NTA.
#POSTPONEJEE_NEET https://t.co/fqc44RC2CA",en,Fact
2877,RT @NEETPrep: What is the latest update on NEET exam. This video highlights important announcements after the conduct of JEE exam today. ht,en,Fact
2878,"RT @ShekharGupta: IITs wont lose if JEE is postponed. Delhi, Allahabad universities show the way

Dinesh Singh, former Vice-Chancellor of",en,Fact
2879,"RT @neetaspirant142: Outside TCS KOLKATA...
After today's last shift.
Please retweet...
#JEE2020 #JEEMain #JEENEET #JEE  #JEEMains2020 
@an",en,Fake
2880,"RT @Lucky66275156: #JEEMain #JEEMain2020  #JEEMains2020 #JEEMains #JeeNeet2020 
here is my covid + report hide all my detail due to privacy",en,Fact
2881,RT @kakkar_vaibhav: Just. Arun Mishra just denied to appear for his farewell function due to fear of pandemic but JEE NEET students have to,en,Fake
2882,"RT @BPSA_DIRECTOR: #SpeakUpforSSCRailwaysStudends
#StopPrivatisation_SaveGovtJob
#SpeakUpForSSCRailwayStudents
Temple can be build in covid",en,Fake
2883,RT @LicypriyaK: Then what is this?,en,Fake
2884,"RT @neetaspirant142: Outside TCS KOLKATA...
After today's last shift.
Please retweet...
#JEE2020 #JEEMain #JEENEET #JEE  #JEEMains2020 
@an",en,Fake
2885,"RT @ABPNews: Corona Woes: Over 40% Students Skip #JEEMain Entrance Exam On Day 1 In Lucknow, Ludhiana

Details: https://t.co/fh3MMhXzNq htt",en,Fake
2886,RT @trigger_justice: #JEEMain If JEE sop is such a disaster.... think about NEET!! it will be like a crammed subway in each centre leading,en,Fake
2887,"RT @SapnaSh71191504: #RPSC_ACF_POSTPONE 
@priyankagandhi 
Ma'am kindly listen the voice of Rajasthan too",en,Fact
2888,"RT @anubha1812: Bahut galat hua hai students ke saath 
COMPARTMENT 
FINAL YEAR MEDICAL FMG
JEE NEET NDA  AND OTHER ENTRANCE EXAMS 
and CA S",en,Fake
2889,"RT @ThePrintIndia: IITs wont lose if JEE is postponed. Delhi, Allahabad universities show the way

Dinesh Singh, former Vice-Chancellor of",en,Fact
2890,"RT @LicypriyaK: If there is any @Wikipedia contributor, plz create a Wikipedia page for this historic NEET JEE Resistance Movement by the s",en,Fact
2891,RT @berealastic: @11Petitioners I just wrote my jee mains exam just see the social distancing. @narendramodi @DrRPNishank just see this don,en,Fake
2892,"RT @sourabh_k_l: Sop. In jee mains.... My own experience
#JEEMain https://t.co/LeeBZZXGAt",en,Fake
2893,"RT @LicypriyaK: If there is any @Wikipedia contributor, plz create a Wikipedia page for this historic NEET JEE Resistance Movement by the s",en,Fact
2894,"RT @Snehu_0429: #NEETisSocial_Injustice 85% aren't ready sir, neither mentally nor the circumstances @DrRPNishank @PMOIndia @narendramodi",en,Fake
2895,"RT @LicypriyaK: If there is any @Wikipedia contributor, plz create a Wikipedia page for this historic NEET JEE Resistance Movement by the s",en,Fact
2896,"RT @sourabh_k_l: Sop. In jee mains.... My own experience
#JEEMain https://t.co/LeeBZZXGAt",en,Fake
2897,"RT @IndiaToday: 17-year-old student dies by suicide after not receiving NEET hall ticket
Read: https://t.co/rUu7Ur438s
#Pudhukottai #TamilN",en,Fake
2898,"RT @DrGauravGarg4: NEET &amp; JEE students don't wish to write exams but government is forcing them to.

SSC &amp; Railway students want to write e",en,Fake
2899,"Look at this guy's #postponeneet @LicypriyaK
@Swamy39 hhttps:/marathi-abplive-com.cdn.ampproject.org/v/s/marathi.ab https://t.co/rK9EFY3rMs",en,Fake
2900,RT @flyingbeast320: All the best to the JEE aspirants. the one year of JEE prep in 2003 had taught me more than anything else in my life.,en,Fact
2901,RT @utkarsh_harsh26: This is for  the first time that many people opposed it from across India still @PMOIndia-@narendramodi &amp; @DrRPNishank,en,Fake
2902,RT @11Petitioners: Dear @sudhirchaudhary u r the boss of Godi Media.,en,Fact
2903,"RT @LicypriyaK: If there is any @Wikipedia contributor, plz create a Wikipedia page for this historic NEET JEE Resistance Movement by the s",en,Fact
2904,RT @ArindamRoycho14: Hello @DrRPNishank @narendramodi,en,Fake
2905,"RT @A_Politickle: So all was the drama ! 
You are not going to conduct exams of COVID 19 +ve , and you hid this information. 
I ask you , W",en,Fake
2906,"RT @PatelVivek7317: There is lots of problems for students and their family members so plz postponed NEET &amp;JEE
#PlzSaveUs_NEETpostpone_Modi",en,Fake
2907,"RT @LicypriyaK: If there is any @Wikipedia contributor, plz create a Wikipedia page for this historic NEET JEE Resistance Movement by the s",en,Fact
2908,"RT @RajeshK93984705: #JEEMain #JEE @11Petitioners 
I am Rajesh Kumar, a covid positive student with no symptoms. I didn't marked myself as",en,Fact
2909,"RT @Isha66171671: Sir @DrRPNishank @narendramodi our request is very genuine.We are almost on the verge of hitting 4M Corona cases.
@VKVish",en,Fake
2910,"RT @fayedsouza: Dear TV news Channels, 
- 80,000 covid cases in one day
- GDP growth number might be negative for the first time ever
- Chi",en,Fact
2911,All the Chaos around is just to distract people and they can silently and slowly attack the Constitution. But still https://t.co/6fXJeU0vj2,en,Fake
2912,RT @11Petitioners: Please mention @11Petitioners primarily in @Wikipedia page as we are the initiator of this movement.,en,Fact
2913,RT @PawankGeed1: I request @ndtv @ravishndtv to have a debate on this topic like u did 4 jee neet lately....I only have faith on @ndtv ....,en,Fact
2914,"RT @_angstsoul: This girl @LicypriyaK she's just 8 and she's doing do much for the students, much muchhhh more than what many of the power",en,Fake
2915,RT @berealastic: @11Petitioners I just wrote my jee mains exam just see the social distancing. @narendramodi @DrRPNishank just see this don,en,Fake
2916,"RT @IndiaToday: 17-year-old student dies by suicide after not receiving NEET hall ticket
Read: https://t.co/rUu7Ur438s
#Pudhukottai #TamilN",en,Fake
2917,"RT @AbdulHamidAhmad: Parents and students in India worried as transport network is down, but authorities will not relent https://t.co/JAUJX",en,Fake
2918,"RT @DrAsh_Mahendra: JEE WAS NOT CANCELLED AS PER NTA.
#POSTPONEJEE_NEET https://t.co/fqc44RC2CA",en,Fact
2919,RT @LicypriyaK: Then what is this?,en,Fake
2920,"RT @BPSA_DIRECTOR: #SpeakUpforSSCRailwaysStudends
#StopPrivatisation_SaveGovtJob
#SpeakUpForSSCRailwayStudents
Temple can be build in covid",en,Fake
2921,"RT @SonuSood: Incase #JEE_NEET happens: To all the students who will be appearing &amp; are struck in flood hit areas of Bihar, Assam &amp; Gujrat.",en,Fake
2922,RT @himanshukaush: - At least 40% salary should be given to those selected in final result after 1 month of final result declaration - Fina,en,Fake
2923,RT @11Petitioners: Please mention @11Petitioners primarily in @Wikipedia page as we are the initiator of this movement.,en,Fact
2924,"RT @sourabh_k_l: Sop. In jee mains.... My own experience
#JEEMain https://t.co/LeeBZZXGAt",en,Fake
2925,"Wow! the Parliament can skip ""Question Hour"" due to COVID-19 but cannot postpone exams on reasonable demands.
Democ https://t.co/kl45KojUbi",en,Fact
2926,"RT @LicypriyaK: If there is any @Wikipedia contributor, plz create a Wikipedia page for this historic NEET JEE Resistance Movement by the s",en,Fact
2927,"RT @Amityad46102152: #SSCdeclareCGLresults  #speakupforSSCRaliwaystudents
@narendramodi 
@PMOIndia 
@PiyushGoyal 
@AmitShah 

 Govt- There",en,Fake
2928,RT @BushraGohar: Are you saying asking General retd #AsimBajwa for money trail is a conspiracy against the Army as an institution? How? Are,en,Fake
2929,RT @sciencewalaldka: When you ask JEE Advanced level question to your school teacher https://t.co/HeGzqO11WD,en,Fact
2930,"RT @TimesNow: JEE Main 2020: Aspirants skip first day of exam across India amid virus threat- a complete lookout.

https://t.co/2BzdSb7YR0",en,Fake
2931,"RT @ShekharGupta: IITs wont lose if JEE is postponed. Delhi, Allahabad universities show the way

Dinesh Singh, former Vice-Chancellor of",en,Fact
2932,"RT @StayHumanIndia: Dr @Swamy39 ji

Corona blues: 44% aspirants skip JEE (Main) entrance on Day 1 

https://t.co/mFZWkklfui",en,Fake
2933,"RT @_yashasawa_: Out of 3324 students 1348 were absent in Rajasthan on first day of Jee main 
Source: @DainikBhaskar 
@justgetmbbs https://",en,Fake
2934,"RT @swami2005: JEE (Main) off to glitch-free start amid stringent safety measures.
Now Greta Thurnberg can relax and concentrate on her stu",en,Fact
2935,"RT @hsejarsa: Literacy rate so high..

How high?

High enough to dread #Neet https://t.co/foVNG82tep https://t.co/uMBkM4csxN",en,Fake
2936,"RT @Vivekpandey21: #JEEMain Centre: Aurum IT Park iDZ powai
These are the so called SOP's NTA 2qs talking about, They were celebrating yest",en,Fact
2937,"RT @Nher_who: So Parliament will not have QUESTION Hour session due to COVID

but student will have to give NEET JEE exams despite COVID

W",en,Fake
2938,"RT @ndtv: ""Give Jobs, Not Empty Slogans"": Rahul Gandhi's Swipe At PM As JEE Starts https://t.co/uSs2wvhNQW https://t.co/XdsuGjc2Rz",en,Fact
2939,"RT @RahulGandhi: Modi Govt is jeopardising India's future.

Arrogance is making them ignore the genuine concerns of the JEE-NEET aspirants",en,Fake
2940,RT @berealastic: @11Petitioners I just wrote my jee mains exam just see the social distancing. @narendramodi @DrRPNishank just see this don,en,Fake
2941,"RT @advocate_alakh: I have tirelessly worked &amp; prepared a fresh petition to postpone #NEET.

Got it vetted by a reputed Senior Advocate, wh",en,Fact
2942,"RT @AcademicTutor7: #NEETisSocial_Injustice
Kindly @narendramodi Ji  Speaks out about NEET and JEE, jobs scarcity, about youth who are pill",en,Fake
2943,"RT @DrGauravGarg4: NEET &amp; JEE students don't wish to write exams but government is forcing them to.

SSC &amp; Railway students want to write e",en,Fake
2944,"RT @Nher_who: So Parliament will not have QUESTION Hour session due to COVID

but student will have to give NEET JEE exams despite COVID

W",en,Fake
2945,"RT @IndiaToday: 17-year-old student dies by suicide after not receiving NEET hall ticket
Read: https://t.co/rUu7Ur438s
#Pudhukottai #TamilN",en,Fake
2946,They said that following protocol everything will be fine by this statement they are conducting exams.If all offici https://t.co/tQk6RHe1X1,en,Fact
2947,RT @11Petitioners: Please take a look @DG_NTA,en,Fact
2948,RT @berealastic: @11Petitioners I just wrote my jee mains exam just see the social distancing. @narendramodi @DrRPNishank just see this don,en,Fake
2949,"RT @DipikaAcharya__: SOP failed thread...
Vivek Vihar
New delhi
JEE Main (B.Arch)
1 sept #JEEMain https://t.co/WHKTQ3pSfy",en,Fake
2950,"RT @thekrishna0219: #Mann_Ki_Nahi_Student_Ki_Baat
#Mann_Ki_Nahi_Student_Ki_Baat
Hypocrisy at it's peak. Sir Justice arun mishra will not at",en,Fact
2951,"Same. In Patna, it's called 'flying school.'",en,Fake
2952,"RT @neetaspirant142: Outside TCS KOLKATA...
After today's last shift.
Please retweet...
#JEE2020 #JEEMain #JEENEET #JEE  #JEEMains2020 
@an",en,Fake
2953,RT @LicypriyaK: Then what is this?,en,Fake
2954,"RT @roykajal: IIT Engineers and Doctors who cleared through NEET never had dearth of jobs ever !! 
Why simply politicizing the career of br",en,Fact
2955,"RT @Badal13455275: Umar nikal gae sahab ssc railway ki exam ki aasha mae.
Jee neet walae student nahi chatae unka exam ho.
SSC railway ka e",en,Fake
2956,"@anubha1812 ,@PMOIndia, @DrRPNishank 
Where are the SOP's????",en,Fake
2957,RT @LicypriyaK: Then what is this?,en,Fake
2958,"RT @MahipalRathore: Lakhs of #JEE and #NEET aspirants who DO NOT want to give the exam are being forced to appear for it, while CRORES who",en,Fake
